City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
281,Marawi,PH,2021-01-19 17:47:15,7.9986,124.2928,73.99,96,100,1.01
282,Madawaska,US,2021-01-19 17:47:15,47.3561,-68.3288,12.2,57,85,9.22
283,Bauchi,NG,2021-01-19 17:47:15,10.5,10.0,72.73,21,26,4.25
284,Berlevag,NO,2021-01-19 17:47:15,70.8578,29.0864,26.6,74,75,21.85
285,Saint-Georges,GD,2021-01-19 17:47:16,12.0564,-61.7485,86.0,66,20,23.02
286,Bayji,IQ,2021-01-19 17:47:16,34.9311,43.487,57.22,46,25,12.97
287,Blagoyevo,RU,2021-01-19 17:47:16,63.3667,47.9167,9.25,95,100,7.49
288,Golkoy,TR,2021-01-19 17:47:16,40.6875,37.6178,35.6,51,40,8.05
289,Guerrero Negro,MX,2021-01-19 17:47:16,27.9769,-114.0611,66.6,62,69,17.85
290,Milkovo,RU,2021-01-19 17:47:16,54.7167,158.6167,8.92,95,100,2.26
291,Pitimbu,BR,2021-01-19 17:47:16,-7.4706,-34.8086,86.0,66,75,12.66
292,Bonavista,CA,2021-01-19 17:47:17,48.6499,-53.1147,39.0,81,100,2.3
293,Ranau,MY,2021-01-19 17:47:17,5.9538,116.6641,77.0,94,20,2.3
294,Saint George,US,2021-01-19 17:47:17,37.1041,-113.5841,48.99,39,1,16.11
295,Abu Kamal,SY,2021-01-19 17:47:17,34.4506,40.9171,54.3,72,95,13.0
296,Raton,US,2021-01-19 17:47:17,36.9034,-104.4391,30.0,80,90,3.44
297,Half Moon Bay,US,2021-01-19 17:47:17,37.4636,-122.4286,59.0,21,1,29.93
298,Port Macquarie,AU,2021-01-19 17:47:17,-31.4333,152.9167,66.0,97,99,1.01
299,Lazaro Cardenas,MX,2021-01-19 17:47:17,17.9583,-102.2,86.11,46,0,4.85
300,Carballo,ES,2021-01-19 17:47:17,43.213,-8.691,51.01,83,100,13.0
301,Qinhuangdao,CN,2021-01-19 17:47:18,39.9317,119.5883,27.28,95,72,2.66
302,Cacu,BR,2021-01-19 17:47:18,-18.5567,-51.1308,87.15,53,100,9.44
303,Banting,MY,2021-01-19 17:47:18,2.8167,101.5,77.0,83,20,1.14
304,Mezhdurechensk,RU,2021-01-19 17:47:18,53.6942,88.0603,-6.54,89,25,0.58
305,Geraldton,AU,2021-01-19 17:47:18,-28.7667,114.6,75.2,78,90,5.75
306,Saint-Augustin,CA,2021-01-19 17:47:18,51.226,-58.6502,27.91,91,51,8.77
307,Talnakh,RU,2021-01-19 17:47:19,69.4865,88.3972,-24.92,85,100,2.73
308,Nikki,BJ,2021-01-19 17:47:19,9.9401,3.2108,83.57,15,0,4.56
309,Popondetta,PG,2021-01-19 17:47:19,-8.7537,148.2534,76.69,86,90,2.35
310,Coihaique,CL,2021-01-19 17:47:19,-45.5752,-72.0662,73.4,46,20,8.05
311,Vanimo,PG,2021-01-19 17:47:19,-2.6741,141.3028,77.52,83,94,1.48
312,Pevek,RU,2021-01-19 17:47:19,69.7008,170.3133,-28.71,86,100,4.09
313,Buenos Aires,AR,2021-01-19 17:46:51,-34.6132,-58.3772,91.0,39,0,9.22
314,Namie,JP,2021-01-19 17:47:19,37.4833,141.0,28.0,61,57,9.01
315,Kindu,CD,2021-01-19 17:47:20,-2.95,25.95,73.06,83,96,1.45
316,Udachnyy,RU,2021-01-19 17:47:20,66.4167,112.4,-56.87,54,93,2.21
317,Flin Flon,CA,2021-01-19 17:47:20,54.7682,-101.865,-4.0,92,90,6.91
318,Nuuk,GL,2021-01-19 17:47:20,64.1835,-51.7216,39.2,35,75,5.75
319,Alta Floresta,BR,2021-01-19 17:47:20,-9.8756,-56.0861,93.2,52,90,4.61
320,Careiro Da Varzea,BR,2021-01-19 17:47:20,-3.2003,-59.8119,82.4,83,75,6.91
321,Ulladulla,AU,2021-01-19 17:47:20,-35.35,150.4667,60.01,88,90,6.91
322,Viedma,AR,2021-01-19 17:47:20,-40.8135,-62.9967,94.68,19,78,10.31
323,Mount Gambier,AU,2021-01-19 17:47:20,-37.8333,140.7667,44.6,93,0,5.75
324,Batemans Bay,AU,2021-01-19 17:47:21,-35.7167,150.1833,57.99,72,74,1.99
325,Vicosa,BR,2021-01-19 17:42:59,-20.7539,-42.8819,81.0,25,0,5.88
326,Black Forest,US,2021-01-19 17:47:21,39.0131,-104.7008,28.0,46,75,2.08
327,Hambantota,LK,2021-01-19 17:47:21,6.1241,81.1185,78.64,83,43,0.76
328,Kruisfontein,ZA,2021-01-19 17:47:21,-34.0033,24.7314,71.01,77,43,8.01
329,Bogande,BF,2021-01-19 17:47:21,12.9714,-0.1436,81.77,15,7,9.69
330,Saldanha,ZA,2021-01-19 17:47:21,-33.0117,17.9442,73.4,53,0,20.71
331,Beocin,RS,2021-01-19 17:47:21,45.2083,19.7206,34.0,86,99,6.91
332,Likasi,CD,2021-01-19 17:47:21,-10.9814,26.7333,65.17,96,69,3.09
333,Puerto Quijarro,BO,2021-01-19 17:47:22,-17.7833,-57.7667,85.73,57,82,1.3
334,Khani,GE,2021-01-19 17:47:22,41.9563,42.9566,33.8,100,90,2.3
335,Basay,PH,2021-01-19 17:47:22,9.4087,122.64,76.77,86,97,7.23
336,Rio Grande,BR,2021-01-19 17:47:22,-32.035,-52.0986,78.8,57,40,11.5
337,Moose Factory,CA,2021-01-19 17:47:22,51.2585,-80.6094,-2.2,77,75,5.75
338,Burnie,AU,2021-01-19 17:47:22,-41.0667,145.9167,50.04,63,0,8.5
339,Virden,US,2021-01-19 17:47:22,39.5009,-89.7679,37.0,77,52,11.99
340,Igrim,RU,2021-01-19 17:47:22,63.1906,64.4162,-17.25,84,23,6.06
341,Mahibadhoo,MV,2021-01-19 17:47:22,3.7833,72.9667,81.39,78,11,11.95
342,Ibra,OM,2021-01-19 17:47:23,22.6906,58.5334,60.85,51,0,1.12
343,Kieta,PG,2021-01-19 17:47:23,-6.2167,155.6333,78.35,77,63,2.86
344,Sarapulka,RU,2021-01-19 17:47:23,56.8678,61.0552,3.2,85,75,8.95
345,Fare,PF,2021-01-19 17:47:23,-16.7,-151.0167,80.94,73,68,15.17
346,Celestun,MX,2021-01-19 17:47:23,20.8667,-90.4,78.94,66,40,9.95
347,Vila,PT,2021-01-19 17:47:23,42.0304,-8.1588,48.99,76,100,13.0
348,Rio Gallegos,AR,2021-01-19 17:47:23,-51.6226,-69.2181,69.8,32,20,10.36
349,Hirara,JP,2021-01-19 17:47:23,24.8,125.2833,67.05,73,55,21.18
350,Portland,US,2021-01-19 17:44:28,45.5234,-122.6762,43.0,73,33,1.01
351,Lasa,IT,2021-01-19 17:47:24,46.6166,10.7002,30.99,63,0,3.44
352,Sokoto,NG,2021-01-19 17:47:24,13.0609,5.239,78.26,17,0,10.45
353,Amahai,ID,2021-01-19 17:47:24,-3.3333,128.9167,82.99,89,94,3.42
354,Kuruman,ZA,2021-01-19 17:47:24,-27.4524,23.4325,76.75,62,92,2.01
355,San Rafael,AR,2021-01-19 17:47:24,-34.6177,-68.3301,91.45,15,0,14.03
356,Monte Alegre De Sergipe,BR,2021-01-19 17:47:24,-10.0272,-37.5622,90.25,36,81,14.45
357,Tulun,RU,2021-01-19 17:47:24,54.5611,100.5792,4.5,93,100,3.18
358,Port-Gentil,GA,2021-01-19 17:47:24,-0.7193,8.7815,84.2,70,40,8.05
359,Arrecife,ES,2021-01-19 17:47:25,28.963,-13.5477,64.4,68,20,1.14
360,Hualmay,PE,2021-01-19 17:47:25,-11.0964,-77.6139,77.09,65,74,10.25
361,Tiksi,RU,2021-01-19 17:47:25,71.6872,128.8694,-25.89,86,100,2.24
362,Pannonhalma,HU,2021-01-19 17:47:25,47.5495,17.7554,37.4,65,0,8.05
363,Rubtsovsk,RU,2021-01-19 17:47:25,51.5,81.25,4.46,92,100,8.55
364,Cabedelo,BR,2021-01-19 17:47:25,-6.9811,-34.8339,86.0,66,75,12.66
365,Atambua,ID,2021-01-19 17:47:25,-9.1061,124.8925,73.08,92,100,2.86
366,Port Shepstone,ZA,2021-01-19 17:47:25,-30.7414,30.455,76.37,80,2,23.96
367,Phan Thiet,VN,2021-01-19 17:47:25,10.9333,108.1,70.14,79,97,1.66
368,Pisco,PE,2021-01-19 17:47:25,-13.7,-76.2167,77.0,69,0,8.05
369,Sainte-Marie,RE,2021-01-19 17:47:26,-20.8968,55.5496,82.4,78,90,5.75
370,Quatre Cocos,MU,2021-01-19 17:47:26,-20.2078,57.7625,81.0,89,40,1.14
371,The Valley,AI,2021-01-19 17:47:26,18.217,-63.0578,82.4,74,20,17.27
372,Magaria,NE,2021-01-19 17:47:26,12.9983,8.9099,73.27,20,0,10.09
373,Bose,IT,2021-01-19 17:47:26,45.4612,8.0137,37.99,67,96,2.8
374,Eatonton,US,2021-01-19 17:47:26,33.3268,-83.3885,61.0,39,0,1.01
375,Lodja,CD,2021-01-19 17:47:26,-3.4833,23.4333,75.33,66,17,1.61
376,Zemio,CF,2021-01-19 17:47:26,5.0314,25.1361,79.54,26,31,3.98
377,Huanren,CN,2021-01-19 17:47:27,41.2647,125.3667,5.23,84,28,3.71
378,San-Pedro,CI,2021-01-19 17:47:27,4.7485,-6.6363,81.03,76,38,6.71
379,Turmalina,BR,2021-01-19 17:47:27,-17.2856,-42.73,81.73,55,10,5.48
380,Deori,IN,2021-01-19 17:47:27,21.45,82.6167,69.24,42,2,3.56
381,Kendari,ID,2021-01-19 17:47:27,-3.945,122.4989,75.52,87,100,3.31
382,Akdepe,TM,2021-01-19 17:47:27,42.0551,59.3788,33.8,80,90,9.22
383,Sao Filipe,CV,2021-01-19 17:47:27,14.8961,-24.4956,74.48,62,100,7.92
384,Toamasina,MG,2021-01-19 17:47:27,-18.1667,49.3833,80.6,94,75,5.75
385,Harlingen,US,2021-01-19 17:45:00,26.1906,-97.6961,77.0,65,90,21.85
386,Sangueya,GN,2021-01-19 17:47:28,10.7,-14.3667,87.85,28,12,9.86
387,Pedernales,DO,2021-01-19 17:47:28,18.0384,-71.744,82.92,55,100,6.67
388,Narsaq,GL,2021-01-19 17:47:28,60.9167,-46.05,28.4,54,75,2.3
389,Hervey Bay,AU,2021-01-19 17:47:28,-25.2986,152.8535,72.0,90,50,1.01
390,Ambo,PE,2021-01-19 17:47:28,-10.1308,-76.2047,72.64,47,74,8.57
391,Naze,JP,2021-01-19 17:47:28,28.3667,129.4833,57.16,69,41,9.84
392,Khandagayty,RU,2021-01-19 17:47:28,50.7333,92.05,-10.46,84,42,3.42
393,Guozhen,CN,2021-01-19 17:47:29,34.3659,107.359,37.83,67,81,0.49
394,Kawalu,ID,2021-01-19 17:47:29,-7.3817,108.2082,73.18,89,97,3.29
395,Nantucket,US,2021-01-19 17:47:27,41.2835,-70.0995,41.0,52,20,17.27
396,Samarai,PG,2021-01-19 17:47:29,-10.6167,150.6667,83.89,79,97,14.32
397,Andijon,UZ,2021-01-19 17:47:30,40.7821,72.3442,41.0,70,100,7.0
398,Cape Canaveral,US,2021-01-19 17:43:00,28.4058,-80.6048,68.0,40,1,6.91
399,Yumen,CN,2021-01-19 17:47:30,40.2833,97.2,17.6,74,67,8.72
400,Vangaindrano,MG,2021-01-19 17:47:30,-23.35,47.6,78.06,90,100,3.71
401,Grootfontein,NA,2021-01-19 17:46:20,-19.5667,18.1167,69.96,70,99,3.33
402,Lorengau,PG,2021-01-19 17:47:30,-2.0226,147.2712,82.15,76,87,8.81
403,Indio,US,2021-01-19 17:47:25,33.7206,-116.2156,66.0,14,1,10.36
404,Sangmelima,CM,2021-01-19 17:47:31,2.9333,11.9833,75.42,69,74,4.29
405,Harwich,GB,2021-01-19 17:47:31,51.9419,1.2844,50.0,80,100,8.99
406,Paysandu,UY,2021-01-19 17:46:25,-32.3214,-58.0756,91.0,29,0,4.0
407,Brasilia De Minas,BR,2021-01-19 17:47:31,-16.2064,-44.4333,82.53,49,4,3.98
408,Leningradskiy,RU,2021-01-19 17:47:31,69.3833,178.4167,-16.92,87,100,15.41
409,Krasnopillya,UA,2021-01-19 17:47:31,50.7746,35.2597,2.03,94,90,4.0
410,Yaan,NG,2021-01-19 17:47:31,7.3833,8.5667,86.86,13,34,6.15
411,Blagodatnoye,RU,2021-01-19 17:47:31,45.3997,42.5867,14.0,85,20,4.47
412,Husavik,IS,2021-01-19 17:47:31,66.0449,-17.3389,32.0,93,90,14.97
413,Lagoa,PT,2021-01-19 17:47:32,39.05,-27.9833,58.71,69,76,29.64
414,Praia,CV,2021-01-19 17:45:07,14.9215,-23.5087,77.0,53,100,14.97
415,Komsomolskiy,UZ,2021-01-19 17:47:32,40.4272,71.7189,44.6,57,90,2.3
416,Placido De Castro,BR,2021-01-19 17:47:32,-10.3353,-67.1856,90.46,42,65,1.63
417,Payo,ID,2021-01-19 17:47:32,-3.7508,103.6372,73.18,90,68,1.41
418,Folkestone,GB,2021-01-19 17:47:32,51.0833,1.1833,48.99,100,100,18.01
419,Tete,MZ,2021-01-19 17:47:32,-16.1564,33.5867,78.8,89,75,6.91
420,Tessalit,ML,2021-01-19 17:47:32,20.1986,1.0114,72.18,17,77,9.15
421,Hamilton,US,2021-01-19 17:47:32,39.1834,-84.5333,41.0,45,1,5.75
422,Seoul,KR,2021-01-19 17:47:15,37.5683,126.9778,19.4,67,0,4.61
423,Bathsheba,BB,2021-01-19 17:47:33,13.2167,-59.5167,84.2,58,40,26.46
424,Pangai,TO,2021-01-19 17:47:33,-19.8,-174.35,77.0,94,75,5.48
425,Anadyr,RU,2021-01-19 17:47:33,64.75,177.4833,-32.01,75,0,13.42
426,Hay River,CA,2021-01-19 17:43:32,60.8156,-115.7999,28.4,74,100,14.97
427,Nabire,ID,2021-01-19 17:47:33,-3.3667,135.4833,74.86,87,100,3.65
428,Knysna,ZA,2021-01-19 17:47:33,-34.0363,23.0471,68.0,83,75,10.36
429,Maniitsoq,GL,2021-01-19 17:47:33,65.4167,-52.9,28.74,80,100,5.14
430,Petropavlovsk-Kamchatskiy,RU,2021-01-19 17:47:33,53.0452,158.6483,19.4,49,75,13.42
431,Gold Coast,AU,2021-01-19 17:47:34,-28.0,153.4333,72.0,88,75,5.75
432,Lewiston,US,2021-01-19 17:47:34,44.1003,-70.2148,30.99,77,20,9.22
433,Nyurba,RU,2021-01-19 17:47:34,63.2842,118.3319,-46.35,76,100,7.96
434,Saiki,JP,2021-01-19 17:47:34,32.95,131.9,38.3,77,0,7.36
435,Gambela,ET,2021-01-19 17:47:34,8.25,34.5833,85.82,31,85,3.38
436,Taoudenni,ML,2021-01-19 17:47:34,22.6783,-3.9836,70.07,20,3,11.81
437,Padang,ID,2021-01-19 17:43:12,-0.9492,100.3543,75.2,88,20,2.3
438,Vestmanna,FO,2021-01-19 17:47:35,62.1564,-7.1664,35.6,93,48,6.91
439,Klaksvik,FO,2021-01-19 17:47:35,62.2266,-6.589,35.6,93,40,6.91
440,Formosa Do Rio Preto,BR,2021-01-19 17:47:35,-11.0483,-45.1931,87.28,42,47,5.17
441,Santo Domingo,DO,2021-01-19 17:47:35,18.5001,-69.9886,84.99,65,75,13.8
442,Verkhnyaya Inta,RU,2021-01-19 17:47:35,65.9811,60.3094,-2.34,92,100,2.8
443,Hlukhiv,UA,2021-01-19 17:47:35,51.6782,33.9162,2.53,94,93,3.42
444,Ixtapa,MX,2021-01-19 17:47:35,20.7,-105.2,73.4,68,75,4.61
445,Sioux Lookout,CA,2021-01-19 17:47:36,50.1001,-91.917,-4.0,84,90,6.91
446,Angoram,PG,2021-01-19 17:47:36,-4.0625,144.0661,74.19,97,100,1.45
447,Isangel,VU,2021-01-19 17:47:36,-19.55,169.2667,80.94,80,87,4.83
448,Villa Maria,AR,2021-01-19 17:47:36,-32.4075,-63.2402,93.6,12,54,11.14
449,Rafsanjan,IR,2021-01-19 17:47:36,30.4067,55.9939,51.01,37,0,2.57
450,Olinda,BR,2021-01-19 17:47:36,-8.0089,-34.8553,82.4,65,40,9.22
451,San Fernando,PH,2021-01-19 17:47:36,15.0286,120.6898,77.0,69,75,11.5
452,Teguise,ES,2021-01-19 17:47:36,29.0605,-13.564,64.4,68,20,1.14
453,Huambo,AO,2021-01-19 17:47:36,-12.7761,15.7392,68.5,44,100,4.45
454,Lodwar,KE,2021-01-19 17:47:36,3.1191,35.5973,88.66,20,36,7.87
455,Zhigalovo,RU,2021-01-19 17:47:37,54.8097,105.1578,2.84,89,100,6.42
456,Steinbach,DE,2021-01-19 17:47:37,50.1667,8.5667,41.0,87,90,14.97
457,Ambilobe,MG,2021-01-19 17:47:37,-13.2,49.05,73.6,93,100,12.68
458,Bosaso,SO,2021-01-19 17:47:37,11.2842,49.1816,74.5,62,77,4.99
459,Warrenton,ZA,2021-01-19 17:47:37,-28.114,24.8475,76.39,62,99,4.29
460,Taltal,CL,2021-01-19 17:47:37,-25.4,-70.4833,71.08,62,24,9.62
461,Zaokskiy,RU,2021-01-19 17:47:38,54.7306,37.4089,7.0,94,100,4.61
462,Grimshaw,CA,2021-01-19 17:47:38,56.1834,-117.6027,36.0,69,90,12.66
463,Middelburg,ZA,2021-01-19 17:47:38,-25.7751,29.4648,70.66,31,20,4.7
464,Boueni,YT,2021-01-19 17:47:38,-12.9025,45.0761,84.2,79,40,17.27
465,Kutum,SD,2021-01-19 17:47:38,14.2,24.6667,60.62,30,22,14.43
466,Te Anau,NZ,2021-01-19 17:47:38,-45.4167,167.7167,43.66,89,100,10.22
467,Ahipara,NZ,2021-01-19 17:47:38,-35.1667,173.1667,63.39,83,98,12.71
468,Mason City,US,2021-01-19 17:47:39,43.1536,-93.201,28.99,86,90,14.97
469,Waingapu,ID,2021-01-19 17:47:39,-9.6567,120.2641,78.04,82,100,7.96
470,Goure,NE,2021-01-19 17:47:39,13.9835,10.2704,75.99,16,0,7.0
471,Bilma,NE,2021-01-19 17:47:39,18.6853,12.9164,66.34,25,4,8.3
472,Faya,SA,2021-01-19 17:47:39,18.3851,42.4509,59.0,88,0,5.75
473,Palaia Fokaia,GR,2021-01-19 17:47:39,37.72,23.9463,43.0,48,20,4.61
474,Bardiyah,LY,2021-01-19 17:47:40,31.7561,25.0865,53.8,68,27,17.4
475,Belyy Yar,RU,2021-01-19 17:47:40,53.6039,91.3903,6.8,66,0,4.47
476,Inuvik,CA,2021-01-19 17:47:40,68.3499,-133.7218,-5.8,77,100,6.91
477,Magnolia,US,2021-01-19 17:47:40,33.2671,-93.2393,55.0,87,90,5.28
478,Vostok,RU,2021-01-19 17:47:40,46.4856,135.8833,-22.11,86,52,4.85
479,Kudahuvadhoo,MV,2021-01-19 17:47:40,2.6708,72.8944,82.33,72,95,6.08
480,Energetik,RU,2021-01-19 17:47:40,51.7445,58.7934,6.71,95,100,5.53
481,Ocos,GT,2021-01-19 17:47:40,14.5094,-92.1933,87.8,55,20,3.44
482,Dudinka,RU,2021-01-19 17:47:41,69.4058,86.1778,-31.9,84,100,5.97
483,Raga,SS,2021-01-19 17:47:41,8.4596,25.678,75.43,19,33,5.82
484,Kodiak,US,2021-01-19 17:43:20,57.79,-152.4072,24.8,63,1,6.91
485,Mumford,GH,2021-01-19 17:47:41,5.2618,-0.759,80.67,81,9,12.82
486,Koslan,RU,2021-01-19 17:47:41,63.4564,48.8989,8.31,95,100,7.4
487,Biella,IT,2021-01-19 17:47:41,45.5871,8.0859,37.99,67,97,2.8
488,Catuday,PH,2021-01-19 17:47:41,16.2923,119.8062,77.05,74,89,7.2
489,Sala Consilina,IT,2021-01-19 17:47:42,40.3912,15.5989,46.99,80,25,1.99
490,Rong Kwang,TH,2021-01-19 17:47:42,18.339,100.3174,69.01,52,8,1.5
491,Henties Bay,NA,2021-01-19 17:47:42,-22.116,14.2845,70.0,83,68,10.49
492,Inhambane,MZ,2021-01-19 17:47:42,-23.865,35.3833,80.01,83,57,11.99
493,Korem,ET,2021-01-19 17:47:42,12.5058,39.5228,52.5,62,15,5.66
494,Jasper,US,2021-01-19 17:47:42,37.2001,-94.3502,42.01,70,1,8.05
495,Sisimiut,GL,2021-01-19 17:47:42,66.9395,-53.6735,24.71,84,100,6.62
496,Maumere,ID,2021-01-19 17:47:42,-8.6199,122.2111,76.53,91,100,5.19
497,Umm Kaddadah,SD,2021-01-19 17:47:42,13.6017,26.6876,66.81,24,2,14.72
498,Srednekolymsk,RU,2021-01-19 17:47:42,67.45,153.6833,-44.46,79,44,4.61
499,Bariadi,TZ,2021-01-19 17:47:43,-2.8,33.9833,68.02,80,81,2.95
500,Zhezkazgan,KZ,2021-01-19 17:47:43,47.8043,67.7144,18.55,96,98,5.28
501,Sitka,US,2021-01-19 17:47:43,57.0531,-135.33,39.2,81,20,16.11
502,Swan Hill,AU,2021-01-19 17:47:43,-35.3378,143.5544,53.38,52,0,10.58
503,Bafq,IR,2021-01-19 17:47:43,31.6128,55.4107,54.21,34,36,3.27
504,Erzin,TR,2021-01-19 17:47:43,36.9559,36.2,45.0,49,84,10.0
505,Pangkalanbuun,ID,2021-01-19 17:47:43,-2.6833,111.6167,74.46,90,100,2.89
506,Ulaangom,MN,2021-01-19 17:47:43,49.9811,92.0667,-18.38,86,67,2.15
507,Bani Walid,LY,2021-01-19 17:47:43,31.7566,13.9942,51.22,56,49,7.18
508,Zhenhai,CN,2021-01-19 17:47:44,24.2582,118.0905,59.0,67,40,8.95
509,Nishihara,JP,2021-01-19 17:47:44,26.1842,127.7558,62.6,62,40,4.61
510,Sri Aman,MY,2021-01-19 17:47:44,1.2376,111.4621,75.2,100,99,0.47
511,Margate,GB,2021-01-19 17:45:21,51.3813,1.3862,50.0,80,100,5.99
512,Valle Del Guamuez,CO,2021-01-19 17:47:45,0.4525,-76.9192,86.0,62,40,3.44
513,Marsabit,KE,2021-01-19 17:47:45,2.3284,37.9899,73.47,35,39,8.5
514,Pochutla,MX,2021-01-19 17:47:45,15.7432,-96.4661,89.01,48,75,7.23
515,Myitkyina,MM,2021-01-19 17:47:45,25.3833,97.4,58.51,96,66,2.91
516,Lazarev,RU,2021-01-19 17:47:45,52.225,141.5131,-11.36,80,97,13.11
517,Kotido,UG,2021-01-19 17:47:45,2.9806,34.1331,80.4,21,9,10.49
518,Pokaran,IN,2021-01-19 17:47:45,26.9167,71.9167,60.03,31,0,6.96
519,Kuznechnoye,RU,2021-01-19 17:47:45,61.12,29.8686,28.99,95,87,7.36
520,Waddan,LY,2021-01-19 17:47:45,29.1614,16.139,56.97,48,62,8.28
521,Otawara,JP,2021-01-19 17:47:45,36.8667,140.0333,24.01,68,12,8.01
522,Wajid,SO,2021-01-19 17:47:46,3.8093,43.2471,84.43,24,30,12.77
523,Ambajogai,IN,2021-01-19 17:47:46,18.7333,76.3833,73.0,47,0,2.91
524,Namatanai,PG,2021-01-19 17:47:46,-3.6667,152.4333,79.12,83,100,7.25
525,Honiara,SB,2021-01-19 17:43:54,-9.4333,159.95,78.4,83,91,2.77
526,Kushiro,JP,2021-01-19 17:47:46,42.975,144.3747,10.51,88,12,9.33
527,Kalmanka,RU,2021-01-19 17:47:46,52.8992,83.5433,-5.8,71,0,4.47
528,Marolambo,MG,2021-01-19 17:47:46,-20.05,48.1167,72.86,92,16,1.57
529,Nizhnyaya Poyma,RU,2021-01-19 17:47:47,56.1622,97.1933,5.29,94,100,5.17
530,Kirakira,SB,2021-01-19 17:47:47,-10.4544,161.9205,80.91,76,47,4.7
531,Xining,CN,2021-01-19 17:47:47,36.6167,101.7667,19.87,68,82,2.08
532,Kismayo,SO,2021-01-19 17:47:47,-0.3582,42.5454,78.46,74,81,20.09
533,Sinnamary,GF,2021-01-19 17:47:47,5.3833,-52.95,81.54,70,80,12.88
534,Puerto Madryn,AR,2021-01-19 17:47:47,-42.7692,-65.0385,79.43,34,29,5.95
535,Elat,IL,2021-01-19 17:47:47,29.5581,34.9482,64.4,36,0,11.5
536,Hami,CN,2021-01-19 17:47:47,42.8,93.45,16.7,76,95,1.28
537,Saint-Pierre,RE,2021-01-19 17:47:47,-21.3393,55.4781,84.2,74,20,4.61
538,Atar,MR,2021-01-19 17:47:48,20.5169,-13.0499,76.28,14,59,11.99
539,Sabang,ID,2021-01-19 17:47:48,5.8933,95.3214,80.28,79,100,15.46
540,Alikalia,SL,2021-01-19 17:47:48,9.1667,-11.4,87.4,17,16,1.95
541,Muravlenko,RU,2021-01-19 17:47:48,63.7898,74.523,-22.56,87,92,11.01
542,Panzhihua,CN,2021-01-19 17:47:48,26.5851,101.7128,44.01,82,0,0.36
543,Grand Baie,MU,2021-01-19 17:46:49,-20.0182,57.5802,81.0,84,3,8.77
544,Sobolevo,RU,2021-01-19 17:47:49,54.4299,31.8996,-1.98,93,84,2.8
545,Meadow Lake,US,2021-01-19 17:47:49,34.8014,-106.5436,39.99,51,90,26.46
546,Bandar-E Lengeh,IR,2021-01-19 17:47:49,26.5579,54.8807,69.8,60,0,9.22
547,Alyangula,AU,2021-01-19 17:47:49,-13.8483,136.4192,78.8,100,100,2.3
548,Ambatondrazaka,MG,2021-01-19 17:47:49,-17.8333,48.4167,71.38,85,78,5.01
549,Xochitepec,MX,2021-01-19 17:43:30,18.7833,-99.2333,75.2,43,40,5.75
550,Weston,US,2021-01-19 17:43:49,26.1004,-80.3998,75.2,43,40,12.66
551,Espanola,US,2021-01-19 17:43:27,35.9911,-106.0806,28.0,100,90,9.22
552,Qiongshan,CN,2021-01-19 17:47:50,20.0058,110.3542,64.4,82,75,6.71
553,Sibu,MY,2021-01-19 17:47:50,2.3,111.8167,75.2,100,40,1.14
554,Chingirlau,KZ,2021-01-19 17:47:50,51.095,54.0814,-1.32,93,99,9.48
555,Staryy Nadym,RU,2021-01-19 17:47:50,65.6118,72.6842,-21.28,87,97,8.21
556,Sangar,RU,2021-01-19 17:47:50,63.9242,127.4739,-49.85,74,17,6.13
557,Pizarro,CO,2021-01-19 17:47:50,4.9533,-77.366,82.4,75,69,8.59
558,Salinopolis,BR,2021-01-19 17:47:50,-0.6136,-47.3561,81.63,78,73,11.1
559,Concordia,AR,2021-01-19 17:47:51,-31.393,-58.0209,84.2,39,0,10.36
560,Darhan,MN,2021-01-19 17:47:51,49.4867,105.9228,10.98,88,63,10.16
561,Cuamba,MZ,2021-01-19 17:47:51,-14.8031,36.5372,73.54,90,100,2.66
